67308440
43 Records exported
"CostBasis for Single Account as of 10:12PM ET, 08/17/2025"
Total Known Market Value,Total Known Cost Basis,Total Known Unrealized Gain(Loss)$/%, Short Term Unrealized Gain(Loss)$/%, Long Term Unrealized Gain(Loss)$/%
"$4,718,201.83","$1,489,675.48","$3,099,676.57/208.08%","($19,392.43)/(6.93%)","$3,119,069.07/257.79%"
Cost Basis - Unrealized Gain/(Loss)

Symbol,Name,Acquired/Opened,Quantity,Market Value,Cost Basis, Cost per Share,($)Unrealized Gain/(Loss),(%)Unrealized Gain/(Loss),Holding Period,Notes,Original Cost Basis,($)Original UGL Gain/Loss,(%)Original UGL Gain/Loss
SPY,SPDR S&P 500 ETF,08/02/2011,20.00000,"$12,868.80","$2,537.80","$126.8900","$10,331.00","407.08%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,10/31/2011,5.00700,"$3,221.70","$637.06","$127.2339","$2,584.64","405.71%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,12/28/2011,20.00000,"$12,868.80","$2,499.80","$124.9900","$10,369.00","414.79%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,01/31/2012,5.97500,"$3,844.55","$788.91","$132.0351","$3,055.64","387.32%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,04/04/2012,18.00000,"$11,581.92","$2,510.28","$139.4600","$9,071.64","361.38%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,04/10/2012,19.00000,"$12,225.36","$2,587.23","$136.1700","$9,638.13","372.53%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,04/30/2012,4.60100,"$2,960.47","$644.80","$140.1434","$2,315.67","359.13%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,05/30/2012,19.00000,"$12,225.36","$2,507.05","$131.9500","$9,718.31","387.64%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,06/01/2012,20.00000,"$12,868.80","$2,578.80","$128.9400","$10,290.00","399.02%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,06/25/2012,19.00000,"$12,225.36","$2,489.19","$131.0100","$9,736.17","391.14%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,07/10/2012,19.00000,"$12,225.36","$2,548.28","$134.1200","$9,677.08","379.75%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,07/31/2012,5.61900,"$3,615.49","$778.39","$138.5282","$2,837.10","364.48%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,10/31/2012,6.45500,"$4,153.41","$915.52","$141.8311","$3,237.89","353.67%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,01/31/2013,8.05000,"$5,179.69","$1,206.81","$149.9143","$3,972.88","329.21%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,04/30/2013,5.17900,"$3,332.38","$824.89","$159.2759","$2,507.49","303.98%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,07/31/2013,5.93100,"$3,816.24","$1,002.13","$168.9648","$2,814.11","280.81%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,10/31/2013,5.70800,"$3,672.76","$1,005.70","$176.1913","$2,667.06","265.19%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,01/31/2014,6.67700,"$4,296.25","$1,182.08","$177.0376","$3,114.17","263.45%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,04/30/2014,5.33400,"$3,432.11","$999.90","$187.4578","$2,432.21","243.25%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,07/31/2014,5.83200,"$3,752.54","$1,140.80","$195.6104","$2,611.74","228.94%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,10/31/2014,5.69600,"$3,665.03","$1,149.33","$201.7784","$2,515.70","218.88%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,01/30/2015,6.95500,"$4,475.13","$1,395.31","$200.6197","$3,079.82","220.73%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,04/30/2015,5.48200,"$3,527.34","$1,150.85","$209.9325","$2,376.49","206.50%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,07/31/2015,6.05100,"$3,893.46","$1,279.22","$211.4064","$2,614.24","204.36%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,10/30/2015,6.16800,"$3,968.74","$1,289.64","$209.0856","$2,679.10","207.74%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,01/29/2016,7.99500,"$5,144.30","$1,519.40","$190.0438","$3,624.90","238.57%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,04/29/2016,6.40800,"$4,123.16","$1,324.69","$206.7244","$2,798.47","211.25%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,07/29/2016,6.31900,"$4,065.90","$1,368.00","$216.4900","$2,697.90","197.21%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,10/31/2016,6.47800,"$4,168.20","$1,379.44","$212.9423","$2,788.76","202.17%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,05/01/2019,3.89600,"$2,506.84","$1,146.80","$294.3532","$1,360.04","118.59%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,08/01/2019,4.46100,"$2,870.39","$1,337.00","$299.7086","$1,533.39","114.69%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,11/01/2019,4.25000,"$2,734.62","$1,298.33","$305.4894","$1,436.29","110.63%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,02/03/2020,4.55400,"$2,930.23","$1,479.88","$324.9627","$1,450.35","98.00%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,05/01/2020,4.68500,"$3,014.52","$1,331.29","$284.1601","$1,683.23","126.44%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,08/03/2020,3.95700,"$2,546.09","$1,300.45","$328.6454","$1,245.64","95.79%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,10/30/2020,3.93100,"$2,529.36","$1,280.03","$325.6245","$1,249.33","97.60%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,01/29/2021,4.05600,"$2,609.79","$1,516.38","$373.8609","$1,093.41","72.11%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,04/30/2021,2.94800,"$1,896.86","$1,231.52","$417.7476","$665.34","54.03%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,07/30/2021,3.03000,"$1,949.62","$1,330.12","$438.9835","$619.50","46.57%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,10/29/2021,3.02700,"$1,947.69","$1,384.95","$457.5322","$562.74","40.63%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,01/31/2022,3.58000,"$2,303.52","$1,591.91","$444.6676","$711.61","44.70%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,04/29/2022,3.16600,"$2,037.13","$1,333.74","$421.2697","$703.39","52.74%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,07/29/2022,3.77100,"$2,426.41","$1,544.61","$409.6022","$881.80","57.09%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,10/31/2022,4.06100,"$2,613.01","$1,569.76","$386.5452","$1,043.25","66.46%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,01/31/2023,4.36900,"$2,811.19","$1,758.91","$402.5887","$1,052.28","59.83%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,04/28/2023,3.61000,"$2,322.82","$1,493.76","$413.7839","$829.06","55.50%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,07/31/2023,3.56600,"$2,294.51","$1,630.75","$457.3051","$663.76","40.70%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,11/01/2023,3.76450,"$2,422.23","$1,581.46","$420.0983","$840.77","53.16%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,02/01/2024,3.93730,"$2,533.42","$1,911.19","$485.4062","$622.23","32.56%",Long Term,,"","",""
SPY,SPDR S&P 500 ETF,04/30/2024,3.15360,"$2,029.15","$1,605.50","$509.1007","$423.65","26.39%",Long Term,,"","",""
SWTXX,SCHWAB MUNICIPAL MONEY INV,11/02/2023,300000.00000,"$300,000.00","$300,000.00","$1.0000","$0.00","0.00%",Long Term,,"","",""
SWTXX,SCHWAB MUNICIPAL MONEY INV,11/15/2023,325.89000,"$325.89","$325.89","$1.0000","$0.00","0.00%",Long Term,,"","",""
SWTXX,SCHWAB MUNICIPAL MONEY INV,12/29/2023,3.70000,"$3.70","$3.70","$1.0000","$0.00","0.00%",Long Term,,"","",""
SWTXX,SCHWAB MUNICIPAL MONEY INV,12/29/2023,1271.59000,"$1,271.59","$1,271.59","$1.0000","$0.00","0.00%",Long Term,,"","",""
SWTXX,SCHWAB MUNICIPAL MONEY INV,01/16/2024,271.64000,"$271.64","$271.64","$1.0000","$0.00","0.00%",Long Term,,"","",""
SWTXX,SCHWAB MUNICIPAL MONEY INV,02/15/2024,768.68000,"$768.68","$768.68","$1.0000","$0.00","0.00%",Long Term,,"","",""
SWTXX,SCHWAB MUNICIPAL MONEY INV,03/15/2024,784.20000,"$784.20","$784.20","$1.0000","$0.00","0.00%",Long Term,,"","",""
SWTXX,SCHWAB MUNICIPAL MONEY INV,04/15/2024,782.15000,"$782.15","$782.15","$1.0000","$0.00","0.00%",Long Term,,"","",""
SWTXX,SCHWAB MUNICIPAL MONEY INV,05/15/2024,829.68000,"$829.68","$829.68","$1.0000","$0.00","0.00%",Long Term,,"","",""
SWTXX,SCHWAB MUNICIPAL MONEY INV,12/31/2024,1.30000,"$1.30","$1.30","$1.0000","$0.00","0.00%",229 days,,"","",""
SWTXX,SCHWAB MUNICIPAL MONEY INV,12/31/2024,2.14000,"$2.14","$2.14","$1.0000","$0.00","0.00%",229 days,,"","",""
TEAF,TORTOISE SUSTAINBLE AND,10/03/2024,99.00000,"$1,197.90","$1,281.89","$12.9484","($83.99)","(6.55%)",318 days,,"","",""
WMT,WALMART INC,10/13/2008,298.54200,"$29,854.20","$5,237.37","$17.5432","$24,616.83","470.02%",Long Term,,"","",""
WMT,WALMART INC,09/06/2011,2.12700,"$212.70","$36.50","$17.1603","$176.20","482.74%",Long Term,,"","",""
WMT,WALMART INC,01/03/2012,1.83600,"$183.60","$36.76","$20.0218","$146.84","399.46%",Long Term,,"","",""
WMT,WALMART INC,04/04/2012,1.99800,"$199.80","$40.28","$20.1602","$159.52","396.03%",Long Term,,"","",""
WMT,WALMART INC,06/04/2012,1.84200,"$184.20","$40.54","$22.0087","$143.66","354.37%",Long Term,,"","",""
WMT,WALMART INC,09/04/2012,1.68000,"$168.00","$40.78","$24.2738","$127.22","311.97%",Long Term,,"","",""
WMT,WALMART INC,12/27/2012,1.80900,"$180.90","$41.01","$22.6700","$139.89","341.11%",Long Term,,"","",""
WMT,WALMART INC,04/01/2013,1.95000,"$195.00","$48.77","$25.0103","$146.23","299.84%",Long Term,,"","",""
WMT,WALMART INC,06/03/2013,1.96200,"$196.20","$49.07","$25.0102","$147.13","299.84%",Long Term,,"","",""
WMT,WALMART INC,09/03/2013,2.01600,"$201.60","$49.38","$24.4940","$152.22","308.26%",Long Term,,"","",""
WMT,WALMART INC,01/02/2014,1.89300,"$189.30","$49.70","$26.2546","$139.60","280.89%",Long Term,,"","",""
WMT,WALMART INC,04/01/2014,1.99200,"$199.20","$51.06","$25.6325","$148.14","290.13%",Long Term,,"","",""
WMT,WALMART INC,06/02/2014,2.01300,"$201.30","$51.38","$25.5241","$149.92","291.79%",Long Term,,"","",""
WMT,WALMART INC,09/03/2014,2.04000,"$204.00","$51.70","$25.3431","$152.30","294.58%",Long Term,,"","",""
WMT,WALMART INC,01/05/2015,1.81800,"$181.80","$52.03","$28.6194","$129.77","249.41%",Long Term,,"","",""
WMT,WALMART INC,04/06/2015,1.98900,"$198.90","$53.41","$26.8527","$145.49","272.40%",Long Term,,"","",""
WMT,WALMART INC,06/01/2015,2.15700,"$215.70","$53.73","$24.9096","$161.97","301.45%",Long Term,,"","",""
WMT,WALMART INC,09/08/2015,2.48400,"$248.40","$54.08","$21.7713","$194.32","359.32%",Long Term,,"","",""
WMT,WALMART INC,01/04/2016,2.70300,"$270.30","$54.49","$20.1591","$215.81","396.05%",Long Term,,"","",""
WMT,WALMART INC,04/04/2016,2.43600,"$243.60","$56.05","$23.0090","$187.55","334.61%",Long Term,,"","",""
WMT,WALMART INC,06/06/2016,2.37000,"$237.00","$56.46","$23.8228","$180.54","319.77%",Long Term,,"","",""
WMT,WALMART INC,09/06/2016,2.34300,"$234.30","$56.85","$24.2638","$177.45","312.14%",Long Term,,"","",""
WMT,WALMART INC,04/02/2019,1.85400,"$185.40","$60.42","$32.5890","$124.98","206.85%",Long Term,,"","",""
WMT,WALMART INC,06/04/2019,1.78500,"$178.50","$60.75","$34.0336","$117.75","193.83%",Long Term,,"","",""
WMT,WALMART INC,09/04/2019,1.58700,"$158.70","$61.06","$38.4751","$97.64","159.91%",Long Term,,"","",""
WMT,WALMART INC,01/03/2020,1.55700,"$155.70","$61.34","$39.3963","$94.36","153.83%",Long Term,,"","",""
WMT,WALMART INC,04/07/2020,1.50300,"$150.30","$62.78","$41.7698","$87.52","139.41%",Long Term,,"","",""
WMT,WALMART INC,06/02/2020,1.53300,"$153.30","$63.05","$41.1285","$90.25","143.14%",Long Term,,"","",""
WMT,WALMART INC,09/08/2020,1.35900,"$135.90","$63.33","$46.6004","$72.57","114.59%",Long Term,,"","",""
WMT,WALMART INC,01/04/2021,1.30800,"$130.80","$63.57","$48.6009","$67.23","105.76%",Long Term,,"","",""
WMT,WALMART INC,04/05/2021,1.39800,"$139.80","$64.99","$46.4878","$74.81","115.11%",Long Term,,"","",""
WMT,WALMART INC,06/01/2021,1.38000,"$138.00","$65.25","$47.2826","$72.75","111.49%",Long Term,,"","",""
WMT,WALMART INC,09/07/2021,1.32600,"$132.60","$65.50","$49.3967","$67.10","102.44%",Long Term,,"","",""
WMT,WALMART INC,01/03/2022,1.37100,"$137.10","$65.74","$47.9504","$71.36","108.55%",Long Term,,"","",""
WMT,WALMART INC,04/04/2022,1.32600,"$132.60","$67.19","$50.6712","$65.41","97.35%",Long Term,,"","",""
WMT,WALMART INC,05/31/2022,1.56900,"$156.90","$67.44","$42.9828","$89.46","132.65%",Long Term,,"","",""
WMT,WALMART INC,09/06/2022,1.53900,"$153.90","$67.73","$44.0091","$86.17","127.23%",Long Term,,"","",""
WMT,WALMART INC,01/03/2023,1.42800,"$142.80","$68.02","$47.6331","$74.78","109.94%",Long Term,,"","",""
WMT,WALMART INC,04/03/2023,1.40400,"$140.40","$69.51","$49.5085","$70.89","101.99%",Long Term,,"","",""
WMT,WALMART INC,05/30/2023,1.42800,"$142.80","$69.77","$48.8585","$73.03","104.67%",Long Term,,"","",""
WMT,WALMART INC,01/03/2024,1.31670,"$131.67","$70.04","$53.1936","$61.63","87.99%",Long Term,,"","",""
WMT,WALMART INC,04/02/2024,1.29570,"$129.57","$76.77","$59.2498","$52.80","68.78%",Long Term,,"","",""
WMT,WALMART INC,05/28/2024,1.18620,"$118.62","$77.04","$64.9469","$41.58","53.97%",Long Term,,"","",""
